name,vr,teff,logg,feh,teffm,loggm,fehm,ca4227,g4300,hgama,hgamf,fe4383,ca4455,fe4531,fe4668,hbeta,fe5015,mg1,mg2,mgb,fe5270,fe5335,fe5406,fe5709,fe5782,nad,tio1,tio2,sp_type,spec,q_sp_type,q_logg,q_feh,q_vr,logg_m,feh_m
HD045507,0.97,4925,2.66,-0.13,5028,2.53,-0.19,0.4153,5.9589,-6.207,-1.5429,4.1522,1.1476,3.309,4.6859,1.7579,5.442,0.0297,0.1076,1.8107,2.6137,2.0275,1.3479,1.0024,0.5909,1.3084,-0.0055,0.012,G5,G,E,1,0,0,2.53,-0.19
HD045514,23.62,4401,1.31,-0.14,4308,1.5,0.03,1.6318,6.1188,-9.7187,-2.6086,7.5824,2.0915,4.6869,7.9014,1.0625,7.3627,0.1264,0.2537,3.0062,4.1123,3.5352,2.7357,1.7216,1.3442,3.2428,0.0105,0.0608,K2,K,E,1,0,0,1.5,0.03
HD046122,-54.97,5100,3.09,-0.25,4940,3.2,-0.74,0.6334,4.8786,-4.161,-0.4543,3.9929,1.073,2.8115,3.8571,1.9563,4.6183,0.0604,0.1549,2.5279,2.4504,2.1795,1.3707,0.8901,0.5715,2.0968,0.014,0.0149,G6IV,G,D,1,0,0,3.2,-0.74
HD046199,-14.81,7300,3.83,-0.3,7442,4.19,-0.27,0.2774,-0.3382,7.9546,6.1729,-0.2481,0.2363,1.751,0.2443,6.2707,2.7749,0.0005,0.0414,0.629,1.0421,0.9258,0.3028,0.1817,0.0922,0.9041,0.008,0.0017,A3,A,E,1,0,0,4.19,-0.27
HD046301,-6.97,6200,4.36,0,6716,4.3,-0.04,0.4516,2.5017,1.7484,2.7804,1.307,0.4916,2.2012,1.4691,3.8031,3.5505,0.0072,0.0564,1.0114,1.3193,1.1679,0.4825,0.3877,0.1921,0.774,0.0031,0.0033,F6V,F,C,1,0,0,4.3,-0.04
HD046304,-18.94,7050,3.93,-0.1,7593,4.03,-0.62,0.2105,-0.7711,8.3706,6.1508,-1.0383,0.104,1.3501,0.061,6.2946,1.8697,0.0064,0.0404,0.5756,0.8086,0.6896,0.2019,0.0597,0.0719,0.8606,0.0128,0.0021,A8VAm:,A,C,1,0,0,4.03,-0.62
HD046304,-18.94,7050,3.93,-0.1,7568,4.04,-0.61,0.2544,-0.8348,8.4777,6.2143,-0.9273,0.1432,1.4212,0.0805,6.3146,1.936,0.0022,0.0357,0.5474,0.82,0.7287,0.1934,0.0531,0.0667,0.8461,0.0123,0.0033,A8VAm:,A,C,1,0,0,4.04,-0.61
HD046304,-18.94,7050,3.93,-0.1,7584,4.02,-0.62,0.076,-0.8673,8.344,6.0439,-1.0436,0.0204,1.373,-0.0591,6.2509,1.8108,-0.007,0.0281,0.5701,0.8395,0.7061,0.2068,0.073,0.0513,0.8101,0.0094,0.0051,A8VAm:,A,C,1,0,0,4.02,-0.62
HD046304,-18.94,7050,3.93,-0.1,7588,4.03,-0.61,0.183,-0.881,8.4437,6.1841,-1.0488,0.099,1.4446,0.0748,6.2988,1.8139,0.0038,0.0369,0.5586,0.8506,0.689,0.1835,0.0528,0.0589,0.8291,0.0121,0.0031,A8VAm:,A,C,1,0,0,4.03,-0.61
HD046304,-18.94,7050,3.93,-0.1,7589,4.02,-0.6,0.0871,-0.9498,8.4343,6.1127,-1.0558,0.0639,1.4545,-0.0243,6.2887,1.7869,-0.0062,0.0295,0.5553,0.8523,0.6621,0.1887,0.0825,0.0639,0.7862,0.0105,0.0049,A8VAm:,A,C,1,0,0,4.02,-0.6
HD046304,-18.94,7050,3.93,-0.1,7545,4.04,-0.62,0.1892,-0.8322,8.4115,6.2108,-0.9143,0.1211,1.3334,-0.1407,6.3045,1.9273,-0.0016,0.0314,0.5306,0.7874,0.6998,0.2164,0.0802,0.0677,0.7377,0.0098,0.0029,A8VAm:,A,C,1,0,0,4.04,-0.62
HD046304,-18.94,7050,3.93,-0.1,7549,4.04,-0.63,0.2157,-0.8007,8.4222,6.2235,-0.886,0.0946,1.2983,-0.097,6.316,1.8652,-0.0015,0.0327,0.5558,0.7892,0.6436,0.2129,0.0644,0.0663,0.738,0.0087,0.0041,A8VAm:,A,C,1,0,0,4.04,-0.63
HD046304,-18.94,7050,3.93,-0.1,7542,4.04,-0.63,0.1134,-0.7668,8.221,6.0708,-0.7558,0.139,1.4871,0.0098,6.2956,1.843,-0.0065,0.0294,0.5468,0.8271,0.687,0.205,0.0748,0.0499,0.7518,0.0081,0.0046,A8VAm:,A,C,1,0,0,4.04,-0.63
HD046304,-18.94,7050,3.93,-0.1,7541,4.05,-0.62,0.2235,-0.9506,8.3935,6.126,-1.0208,0.0866,1.3616,-0.2006,6.3063,1.8477,-0.0098,0.0266,0.5534,0.8466,0.6889,0.1775,0.0761,0.0588,0.6872,0.0093,0.0061,A8VAm:,A,C,1,0,0,4.05,-0.62
HD046377,14.89,3975,1.69,-0.18,4153,1.17,0.05,2.5826,5.5657,-9.6844,-2.121,7.9151,2.4271,5.2983,7.2654,1.0016,7.9434,0.1598,0.309,3.2479,4.2957,4.0644,3.0783,1.5602,1.5581,4.6819,0.0348,0.1267,K4III,K,C,1,0,0,1.17,0.05
HD046380,15,20979,3.82,0,32494,2.43,-0.17,-0.1617,-0.7993,2.2004,1.5649,-0.0995,0.4086,-0.5308,0.7584,-2.2794,0.1427,0.0109,-0.015,-0.4675,-0.2451,-0.1609,-0.0307,0.1772,0.311,0.2056,-0.0007,0.0088,B2/B3IVne,B,C,1,0,0,2.43,-0.17
HD047127,49.63,5600,4.39,0.1,5616,4.29,0.12,0.7855,5.397,-4.7857,-1.021,4.4054,0.8971,2.7708,4.5394,2.3901,4.3085,0.0315,0.151,3.5348,2.4742,1.9282,1.1398,0.8428,0.418,1.797,0.0111,0.0066,G5,G,E,1,0,0,4.29,0.12
HD047309,27.49,5791,4.4,0,5706,4.13,-0.01,0.7745,4.9356,-3.2239,-0.0461,3.2999,0.7493,2.4981,3.3759,2.6692,3.9243,0.0244,0.1193,2.7359,1.9956,1.6201,0.8786,0.6494,0.368,1.3172,0.0025,0.0033,G0,G,E,1,0,0,4.13,-0.01
HD047309,27.73,5791,4.14,0,5765,4.21,0.02,0.7465,5.0806,-3.5661,-0.1855,3.5664,0.7675,2.4006,3.4007,2.6687,3.9483,0.0182,0.1142,2.7591,2.1032,1.5648,0.9209,0.7897,0.3041,1.3501,0.0106,0.0054,G0,G,E,1,0,0,4.21,0.02
HD047530,9.16,4827,2.68,0,4998,2.77,-0.13,0.4932,5.9559,-6.377,-1.6846,4.4476,1.1911,3.2884,4.8925,1.6236,5.4044,0.0356,0.1237,2.2049,2.648,2.1008,1.4392,1.121,0.621,1.3935,0.0028,0.012,K0III,K,C,1,0,0,2.77,-0.13
HD048616,21.47,6100,3.61,0.4,6637,1.35,-0.01,0.4437,2.1113,1.6384,3.4928,2.6734,0.6875,2.9769,0.7403,4.4233,4.8891,0.0037,0.0501,0.2519,1.8107,1.4729,0.5158,0.2654,0.3083,1.2008,0.0037,0.0104,F3/5Ib,F,D,1,0,0,1.35,-0.01
HD042143,22.53,9190,3.96,0.06,8547,3.83,-0.45,0.151,-2.7938,12.5213,8.8051,-1.3875,-0.07,0.7225,-0.3317,8.7083,0.9709,-0.0019,0.0241,0.4839,0.4071,0.4448,0.0447,0.0196,0.0491,0.5704,0.0018,0.004,A0,A,E,1,0,0,3.83,-0.45
HD049367,-6.42,4366,2.14,-0.1,4521,2.03,-0.03,0.9467,6.3526,-9.1409,-2.7634,6.6673,1.7488,3.9746,6.9723,1.2269,6.4986,0.0854,0.2002,2.9452,3.5657,2.9908,2.2443,1.3844,0.9957,2.9181,0.0091,0.034,K3III,K,D,1,0,0,2.03,-0.03
HD049385,30.67,5800,4.04,0,5971,3.81,0.05,0.6162,3.6305,-0.3656,1.6837,2.1,0.6513,2.4138,2.3293,3.3328,3.7737,0.0116,0.075,1.5612,1.5943,1.3757,0.6468,0.6179,0.2875,1.0379,0.0088,0.006,G0V,G,C,1,0,0,3.81,0.05
HD049434,-17.05,7125,4.14,-0.13,7400,4.26,-0.23,0.2353,-0.4744,7.8265,5.9324,-0.6366,0.1742,1.4768,0.149,6.0372,2.1764,0.0009,0.0377,0.5933,0.9231,0.7928,0.2419,0.1252,0.0568,0.6441,0.0031,0.0011,F0V+,F,C,1,2,0,4.26,-0.23
HD049434,-17.05,7125,4.14,-0.13,7387,4.26,-0.24,0.258,-0.4652,7.8079,5.9396,-0.5992,0.2309,1.5141,0.1975,6.0703,2.216,0.0009,0.0378,0.6142,0.9148,0.7919,0.2767,0.1135,0.0711,0.642,0.0029,0.0015,F0V+,F,C,1,2,0,4.26,-0.24
HD049434,-17.05,7125,4.14,-0.13,7425,4.26,-0.23,0.2506,-0.5231,7.8383,5.9644,-0.6095,0.1849,1.4599,0.0073,6.0737,2.1899,-0.0064,0.0311,0.5983,0.926,0.7985,0.2544,0.1071,0.0472,0.722,0.0026,0.002,F0V+,F,C,1,2,0,4.26,-0.23
HD049434,-17.05,7125,4.14,-0.13,7384,4.27,-0.25,0.2502,-0.5012,7.8113,5.921,-0.627,0.1902,1.4569,0.0898,6.076,2.2276,-0.0017,0.036,0.5687,0.9009,0.7752,0.2575,0.0985,0.063,0.7044,0.0028,0.0017,F0V+,F,C,1,2,0,4.27,-0.25
HD049434,-17.05,7125,4.14,-0.13,7376,4.27,-0.25,0.2355,-0.5436,7.8025,5.9276,-0.6231,0.1777,1.4626,-0.0187,6.0409,2.1468,-0.0038,0.0344,0.6142,0.888,0.7862,0.2353,0.0675,0.0634,0.6871,0.0041,0.0028,F0V+,F,C,1,2,0,4.27,-0.25
HD049641,4.14,4325,1.76,-0.2,4475,1.51,-0.29,-0.0529,6.9523,-7.877,-3.1041,5.4452,1.7215,3.9055,11.1508,0.9928,5.2752,0.1623,0.2133,2.1024,3.2666,2.3247,1.8659,1.2928,0.7374,2.0921,0.0141,0.0315,K0Ib,K,C,1,0,0,1.51,-0.29
HD049739,32.07,7150,3.79,-0.5,7330,4.22,-0.52,0.2482,-0.3329,7.4574,5.778,-0.3805,0.1573,1.3369,-0.1074,5.8927,2.0055,-0.0009,0.0343,0.6039,0.8068,0.7191,0.1948,0.0883,0.0216,0.6996,0.0043,-0.0003,A5,A,E,1,0,0,4.22,-0.52
HD050084,-1.93,4566,2.41,0,4701,2.31,-0.29,0.6827,6.4934,-7.7662,-2.6122,5.1461,1.3547,3.4464,5.3366,1.2775,5.3361,0.069,0.1657,2.6564,2.8379,2.3525,1.681,1.0114,0.707,1.2466,-0.0011,0.0211,K0III,K,C,1,0,0,2.31,-0.29
HD050167,63.15,3924,1.66,0,4029,1.65,-0.05,2.4807,5.5243,-9.1908,-2.6828,7.8255,2.322,5.1104,8.5085,0.5504,6.5569,0.2166,0.3618,3.772,3.9819,3.9566,2.9707,1.3164,1.4604,3.9393,0.0607,0.1541,K3III,K,C,1,0,0,1.65,-0.05
HD050209,3,10743,3.9,0,17612,3.06,0.04,-0.0323,-1.6866,5.927,4.671,-0.3835,0.0772,-0.1992,-0.2048,2.9453,-0.4422,0.0151,-0.0077,-0.2624,-0.2546,-0.0719,0.0809,0.0193,0.1185,0.1576,0.0043,0.0017,B9Ve,B,C,1,0,0,3.06,0.04
HD050229,21.65,4083,2.2,-0.1,4592,1.92,-0.09,0.7078,6.2696,-8.5012,-2.4164,6.3046,1.6412,3.9274,7.0105,1.3765,6.6464,0.0781,0.1782,2.3895,3.5029,2.8976,2.1135,1.2769,0.9721,2.57,0.01,0.0342,K1III,K,C,1,0,0,1.92,-0.09
HD050277,25.12,7050,3.99,-0.3,7603,4,-0.58,0.2533,-0.7086,8.4861,6.3638,-0.5357,0.2085,1.5461,0.1943,6.4313,2.4577,-0.0012,0.0355,0.4604,0.9326,0.8157,0.2104,0.1222,0.1041,0.6622,0.002,0.0017,F0Vn,F,D,1,0,0,4,-0.58
HD050277,25.12,7050,3.99,-0.3,7617,4,-0.56,0.245,-0.721,8.4949,6.3767,-0.5545,0.1792,1.5661,0.1753,6.4561,2.4729,-0.0008,0.0358,0.4929,0.9686,0.8276,0.2097,0.1193,0.0968,0.6701,0.005,0.0014,F0Vn,F,D,1,0,0,4,-0.56
HD050277,25.12,7050,3.99,-0.3,7621,4,-0.58,0.2543,-0.6861,8.4976,6.3824,-0.5272,0.2258,1.5559,0.2363,6.4464,2.5128,-0.0008,0.036,0.4746,0.9346,0.8062,0.2133,0.1313,0.091,0.6378,0.0027,0.0011,F0Vn,F,D,1,0,0,4,-0.58
HD050372,13.58,4970,2.2,-0.1,4812,1.75,-0.1,0.1269,6.1479,-7.3161,-1.8615,5.0952,1.5462,4.0932,7.1391,1.6916,7.1866,0.0598,0.1443,1.9117,3.4167,2.7405,1.9167,1.3686,0.8493,2.0028,0.0098,0.0276,K0III,K,C,1,0,0,1.75,-0.1
HD050554,-3.85,6026,4.55,-0.01,5901,4.16,-0.11,0.6006,3.9853,-1.172,1.0353,2.3853,0.5736,2.3026,2.1901,3.0827,3.5782,0.0083,0.0874,2.0973,1.6327,1.3938,0.6419,0.5187,0.2822,1.0423,0.0055,0.0008,F8V,F,D,1,2,0,4.16,-0.11
HD049330,-0.8,30051,3.23,0,29114,3.02,-0.1,-0.0323,-0.6804,2.8464,2.4425,0.3184,0.5271,-0.139,1.6913,1.4881,1.063,-0.001,-0.0012,0.2017,0.0009,-0.1837,-0.0375,0.0827,0.1428,0.5593,-0.0007,0.0085,Bnn(e),B,E,1,0,0,3.02,-0.1
HD050696,999.99,24957,3.23,0,21266,2.99,-0.04,-0.2071,-1.1227,3.6847,3.0704,0.6306,0.6481,-0.1176,0.5478,2.5943,1.1975,0.0049,0.0026,-0.0726,-0.1176,-0.2277,0.0015,0.0796,0.1727,0.5259,0.003,0.012,B2Vnne,B,C,1,0,-1,2.99,-0.04
HD050794,21.53,7000,4.4,-0.07,6801,4.1,-0.1,0.2916,-0.0308,6.2811,5.0587,-0.1164,0.2578,1.5505,0.3761,5.2564,2.3715,0.002,0.0398,0.7498,0.9253,0.7926,0.3016,0.1797,0.0727,0.6477,0.0067,0.0023,F0V,F,C,1,0,0,4.1,-0.1
HD050819,-9.93,5500,2.71,-0.04,5200,2.01,-0.13,0.3966,6.0001,-5.3928,-0.7961,3.7868,1.0952,3.4815,4.7497,2.1166,6.0484,0.0316,0.0954,1.2586,2.508,2.0714,1.2585,0.9522,0.5324,1.3558,0.006,0.0129,G8IV,G,C,1,0,0,2.01,-0.13
HD051105,81.27,4320,2.03,-0.2,4414,1.95,-0.23,1.2352,6.2902,-9.0892,-2.8384,6.654,1.8082,3.9636,5.5772,1.1279,5.9311,0.1014,0.2187,3.1736,3.4158,2.8583,2.147,1.3256,0.9078,2.6538,0.0092,0.0365,K1III,K,C,1,0,0,1.95,-0.23
HD051219,-8.1,5750,4.41,0,5630,4.34,-0.02,0.5918,5.0594,-4.1678,-0.9551,3.7445,0.8157,2.7429,3.6456,2.3491,3.8411,0.0223,0.1402,3.2714,2.1966,1.8462,1.0092,0.6834,0.4682,1.4795,0.0053,0.0044,G8V,G,C,1,0,0,4.34,-0.02
HD051219,-10.69,5750,4.4,0.04,5613,4.28,-0.02,0.8415,5.2218,-4.5412,-0.8056,3.8531,0.8677,2.5827,3.7259,2.2661,3.848,0.0299,0.1473,3.3377,2.237,1.8723,1.0155,0.6423,0.3876,1.57,0.0084,0.0048,G8V,G,C,1,0,0,4.28,-0.02
HD051219,-8.11,5750,4.39,0,5653,4.37,0,0.6851,5.2785,-4.5621,-0.9488,4.2092,0.8563,2.5298,3.5526,2.2709,3.967,0.0214,0.1382,3.3467,2.3126,1.7635,1.0854,0.8,0.3736,1.365,0.0103,0.0066,G8V,G,C,1,0,0,4.37,0
HD051419,-26.8,5746,4.1,-0.37,5702,4.35,-0.4,0.6656,4.9603,-3.2546,-0.3429,2.7385,0.5297,2.1581,1.7929,2.3538,3.0509,0.0115,0.1082,2.7338,1.5919,1.3587,0.6952,0.4386,0.2314,1.0186,0.0123,0.0014,G5VFe-1,G,C,1,2,0,4.35,-0.4
HD051419,-26.8,5746,4.1,-0.37,5724,4.36,-0.39,0.7157,5.0943,-3.6056,-0.4375,2.9538,0.5362,1.9803,1.8353,2.3485,3.0478,0.0131,0.1078,2.8225,1.6915,1.2303,0.7228,0.6261,0.1606,1.4428,0.0105,0.0046,G5VFe-1,G,C,1,2,0,4.36,-0.39
HD052010,-23.37,6700,3.63,0.5,7214,4.13,0.35,0.4281,0.8366,4.8773,4.7077,-0.0079,0.7587,2.6632,0.8761,5.2818,4.0818,0.0162,0.0475,0.0577,1.6516,1.2959,0.6856,0.4526,0.1482,0.9334,0.0011,0.0043,kA9hF5mF5(II-III)EuBa,A,D,1,0,0,4.13,0.35
HD053003,-0.78,5500,1.41,0,5859,1.11,-0.08,0.588,5.4318,-3.4118,0.8819,3.0555,1.0827,4.0916,2.7093,3.0116,6.7784,0.0216,0.0724,0.2533,2.3161,1.9168,1.0019,0.7335,0.3041,1.4127,0.0016,0.0125,G3Ib,G,C,1,0,0,1.11,-0.08
HD054079,24.05,4432,2.61,0.06,4517,1.78,-0.42,0.8533,6.4262,-7.965,-2.6067,5.161,1.4399,3.6271,4.8323,1.0591,5.5235,0.0788,0.1741,2.5857,2.9465,2.4491,1.7913,1.3057,0.7682,1.3331,0.0048,0.0274,K0III:,K,D,1,0,0,1.78,-0.42
HD054217,3.81,9848,3.93,-0.1,9796,3.86,-0.62,0.0732,-3.0912,12.6764,8.8478,-1.7629,-0.089,0.2697,-0.2624,8.7418,0.4504,0.0049,0.0195,0.3339,0.1132,0.0832,-0.0126,-0.0145,0.021,0.2198,0.002,0.0019,A0,A,E,1,0,0,3.86,-0.62
HD054357,35.85,8505,3.56,0,8573,3.46,0.16,0.1011,-2.8671,13.3879,8.9549,-2.2709,-0.0783,0.8757,-0.4413,8.6893,0.7826,-0.0094,0.0157,0.4476,0.3656,0.3288,0.1312,0.058,0.0209,0.6309,0.0011,0.0059,A2IV,A,C,1,0,0,3.46,0.16
HD054371,-4.2,5500,4.4,0,5656,4.44,0.09,1.0139,4.9316,-4.3559,-0.6249,4.1563,0.9045,2.8288,3.8254,2.2743,4.2827,0.0263,0.1476,3.2341,2.4812,2.0628,1.1604,0.7788,0.4687,1.8064,0.0035,0.0063,G6V,G,C,1,0,0,4.44,0.09
HD054489,18.11,4338,2.03,-0.2,4355,1.98,-0.26,1.2881,6.1041,-8.8354,-2.8068,6.422,1.7,3.809,5.7006,0.9305,5.7446,0.1133,0.2312,3.1871,3.3837,2.9238,2.1606,1.4292,1.011,2.2454,0.0112,0.0395,K1III,K,C,1,0,0,1.98,-0.26
HD054619,97.25,4100,1.56,0,3950,1.88,0.07,3.6008,5.4509,-10.3049,-3.2242,8.4496,2.4108,5.2307,8.9873,0.5558,7.0552,0.256,0.4139,4.3979,4.1046,4.2145,3.1353,1.3128,1.4811,5.2345,0.0748,0.1866,K2,K,E,1,0,0,1.88,0.07
HD054632,40.75,3996,1.66,-0.06,4048,1.65,0.07,3.5275,5.6115,-10.5843,-2.8855,8.7091,2.5192,5.3164,8.1653,0.6265,7.2698,0.1976,0.3604,3.9282,4.2396,4.207,3.0933,1.3801,1.5207,4.6834,0.0557,0.1629,K2,K,E,1,0,0,1.65,0.07
HD054828,3.11,5020,2.43,-0.61,4979,2.52,-0.76,0.6187,6.0202,-5.4196,-1.6015,2.9203,0.9213,2.7202,2.4527,1.4856,3.9156,0.0321,0.1054,2.0467,1.859,1.5748,0.9224,0.693,0.3536,0.7941,0.0037,0.0116,G5,G,E,1,0,0,2.52,-0.76
HD054908,16.04,7300,3.94,0.27,7542,4.07,0.42,0.2856,-0.9542,8.6463,6.4777,-0.9187,0.366,1.8249,0.342,6.5724,2.7036,-0.0025,0.0293,0.135,1.0864,1.0039,0.5581,0.234,0.0794,0.6168,0.0005,0.0063,A1mA5/7-F2,A,C,1,0,0,4.07,0.42
HD055011,13.58,4078,1.58,-0.15,4104,1.96,-0.02,2.6047,5.2651,-9.4983,-3.0155,7.8704,2.159,4.6364,7.1408,0.5659,6.5578,0.1976,0.3451,3.9284,3.9696,3.8377,2.8494,1.5772,1.4368,4.2996,0.0303,0.1019,K4III,K,C,1,0,0,1.96,-0.02
HD055575,84.77,5895,4.34,-0.31,5859,4.15,-0.36,0.5607,4.494,-2.1379,0.4867,2.3968,0.4719,1.8891,1.4613,2.6832,2.9319,0.0077,0.0803,2.1149,1.487,1.0977,0.6006,0.4718,0.069,0.7948,0.0121,0.0049,F9V,F,C,1,3,0,4.15,-0.36
HD055583,-31.77,4482,2.36,-0.17,4571,2.58,-0.1,1.1865,5.8093,-8.0338,-2.3806,6.2949,1.5988,3.6919,6.138,1.2562,5.8864,0.0874,0.2136,3.3794,3.3463,2.844,2.1172,1.3668,0.8678,2.4584,0.0066,0.0244,K0,K,E,1,0,0,2.58,-0.1
HD055606,999.99,24815,-99,0,24815,-99,0,-0.2233,-1.6946,3.1743,1.9415,-0.3937,0.7039,-0.4827,1.5419,-3.4722,-1.353,0.017,-0.0487,-1.3015,-0.4849,-0.2537,0.1705,0.0882,-0.0894,-0.5007,-0.0055,-0.0001,B0.5Vnnpe,B,C,-1,0,-1,-99,0
HD055828,34.11,3924,1.2,-0.2,3460,1.28,0.05,3.9242,3.8542,-7.5015,-2.0566,6.8826,2.7283,5.5332,12.6482,1.8629,9.9621,0.1681,0.4705,6.9528,3.4184,3.5986,2.7771,0.0758,0.9889,4.0562,0.2887,0.6021,M2/3III,M,D,1,0,0,1.28,0.05
HD055973,35.64,6850,4.14,-0.1,7360,4.27,-0.21,0.3035,-0.1758,7.2225,5.6701,-0.1775,0.2719,1.6919,0.3595,5.9308,2.6236,-0.0026,0.038,0.5931,1.0443,0.8255,0.3045,0.2061,0.0725,0.5521,0.0024,0.0003,F2,F,E,1,0,0,4.27,-0.21
HD056079,17.12,4001,1.53,-0.15,4137,1.47,-0.06,2.5537,5.7723,-9.6182,-2.6111,7.7216,2.2712,4.8093,6.8124,0.7436,6.8785,0.1753,0.3161,3.4615,3.9767,3.721,2.8381,1.6126,1.3567,4.2322,0.0333,0.1062,K2,K,E,1,0,0,1.47,-0.06
HD056303,8.05,5750,4.17,0,5805,4.08,0.07,0.7875,4.3948,-2.0644,0.7568,2.9784,0.7904,2.4982,3.1469,3.02,4.0571,0.0155,0.1021,2.3565,1.9673,1.5515,0.8394,0.7376,0.374,0.9773,-0.002,0.0023,G2V,G,C,1,0,0,4.08,0.07
HD056303,8.12,5750,4.17,0,5868,4.17,0.1,0.5575,4.3075,-2.0734,0.519,3.1796,0.6726,2.4669,3.2258,3.0492,4.205,0.0101,0.1016,2.4914,2.025,1.5635,0.8924,0.7769,0.3183,1.0099,0.0171,0.0064,G2V,G,C,1,0,0,4.17,0.1
HD056394,36.67,6820,4.11,-0.11,6610,4.14,-0.26,0.2631,0.9502,4.1323,4.0653,0.6593,0.3807,1.859,-0.1266,4.3733,2.5524,0.0005,0.0367,0.6922,0.9893,0.8824,0.3611,0.289,0.1462,0.5205,-0.0005,0.0039,F2V,F,C,1,0,0,4.14,-0.26
HD100284,999.99,7010,3.93,-0.1,7084,4.37,-0.64,0.3063,0.3548,5.1362,4.3937,0.0176,0.2321,1.5075,0.4047,4.6799,2.1937,0.0064,0.0423,0.8024,0.9769,0.5879,0.3002,0.1434,0.0583,0.8221,0.0103,0.001,F8,F,E,1,0,-1,4.37,-0.64
HD056359,-21.97,8180,3.93,-0.1,8986,3.99,-0.56,0.1712,-2.1078,11.2985,7.7115,-1.6935,-0.0301,0.8113,-0.3002,7.4818,1.0366,-0.0106,0.0193,0.5578,0.4482,0.4755,0.0635,0.0646,0.0292,0.4488,0.0009,0.0047,A2,A,E,1,0,0,3.99,-0.56
HD056448,-16.97,4801,2.68,0,5012,2.76,-0.13,0.3424,6.0319,-6.3151,-1.6763,4.2669,1.1587,3.2416,4.8436,1.676,5.3406,0.0336,0.1177,2.0348,2.5715,2.0611,1.398,1.1029,0.6305,2.0423,0.0092,0.0123,K0III,K,C,1,0,0,2.76,-0.13
HD056515,1.98,6000,4.19,0,5900,4.12,-0.03,0.7096,3.8405,-1.0791,1.2204,2.4755,0.6653,2.3671,2.2925,3.1228,3.7141,0.0114,0.0935,2.1533,1.7044,1.4236,0.7354,0.4925,0.2773,0.8893,0.0025,0.0014,G0,G,E,1,0,0,4.12,-0.03
HD056539,21.62,3515,1.36,-0.04,3709,1.51,-0.19,2.7943,4.7413,-7.4613,-1.648,6.3931,2.4065,5.0269,7.5579,0.9618,6.8227,0.2104,0.4147,4.8172,3.3368,3.4902,2.6237,0.8726,1.1004,3.3357,0.167,0.384,K5,K,E,1,0,0,1.51,-0.19
HD056793,-0.84,4581,2.41,0,4758,2.45,-0.13,0.5812,6.2516,-7.6899,-2.4805,5.4664,1.414,3.4687,5.9476,1.4072,5.7366,0.0599,0.1583,2.5745,3.0155,2.4189,1.7473,1.0089,0.7519,1.5146,0.0038,0.0191,K0,K,E,1,0,0,2.45,-0.13
HD056891,-15.32,4709,2.4,0.11,4652,2.64,0.08,0.9103,6.2434,-8.7025,-2.767,6.3201,1.6155,3.6702,7.2755,1.4067,6.3695,0.0761,0.1978,3.1999,3.4134,2.8877,2.0635,1.4391,0.9241,2.7981,0.0136,0.0243,K0/1III,K,D,1,2,0,2.64,0.08
HD057006,22.91,6000,4.16,0,6025,3.66,-0.05,0.4975,3.2952,0.4585,2.0696,1.6018,0.5168,2.3369,1.7136,3.4526,3.66,0.0122,0.0623,1.0947,1.4525,1.2199,0.5667,0.4095,0.2182,0.6481,0.0038,0.0036,F8IV,F,C,1,0,0,3.66,-0.05
HD057006,20.14,6000,3.93,-0.1,6048,3.67,-0.04,0.4837,3.3594,0.4621,2.0905,1.6094,0.5249,2.3806,1.7032,3.4614,3.6491,0.0113,0.0608,1.0704,1.4192,1.1975,0.5548,0.4281,0.1982,0.6283,-0.0003,0.0043,F8IV,F,C,1,0,0,3.67,-0.04
HD057006,22.95,6000,4.16,-0.03,5996,3.66,-0.07,0.4777,3.311,0.534,2.1141,1.5126,0.549,2.365,1.8379,3.438,3.7122,0.0105,0.0631,1.1143,1.3929,1.1213,0.5483,0.5299,0.2018,0.5092,0.0039,0.0044,F8IV,F,C,1,0,0,3.66,-0.07
HD057132,6.82,4390,1.47,-0.2,4187,1.64,-0.24,2.1119,6.1252,-9.0854,-2.4972,6.7097,1.9553,4.2963,6.0027,0.8275,6.209,0.1478,0.2764,3.4236,3.7726,3.3934,2.5368,1.5914,1.2065,3.0612,0.0191,0.0762,K2III,K,C,1,0,0,1.64,-0.24
HD057275,2.56,9708,3.93,0,10183,3.9,-0.49,0.0435,-2.8402,11.7894,8.5706,-1.393,-0.0405,0.1555,-0.3144,8.5884,0.3092,0.009,0.0187,0.3121,0.071,0.1451,-0.0079,0.0218,-0.0084,0.1394,0.0005,0.0033,A0V,A,C,1,0,0,3.9,-0.49
HD057313,31.61,4678,2.66,0,4931,3.04,0.1,0.7004,5.5932,-6.8653,-1.7204,5.5618,1.3244,3.286,6.2648,1.762,6.0992,0.0476,0.1606,2.7997,3.1396,2.6336,1.8019,1.1585,0.7617,1.8159,-0.0025,0.0151,G5,G,E,1,0,0,3.04,0.1
HD057707,0,4602,2.8,-0.3,4755,3.03,-0.12,1.0139,6.0365,-7.8,-2.51,5.7568,1.3744,3.3067,5.5667,1.2792,5.2356,0.0686,0.195,3.5621,3.0747,2.5117,1.7906,0.9794,0.7266,1.8078,0.0016,0.0175,K0/1III,K,D,1,0,0,3.03,-0.12
